dataset,accuracy,precision,recall,f1,roc_auc
df2_OverSampling,0.8163578667212611,0.5817307692307693,0.8280581693755347,0.6833745146487822,0.9113622055157232
df2_OverSampling,0.8173815129491248,0.5839902971497878,0.823781009409752,0.6834634492547906,0.9079211379421215
df2_OverSampling,0.8206571808782884,0.5884127942063971,0.8340461933276304,0.6900212314225053,0.9088094645244373
df2_OverSampling,0.8157436789845429,0.5805389221556886,0.8293413173652695,0.6829869672419866,0.9086178240439358
df2_OverSampling,0.8213737332377931,0.5894959251433746,0.8353293413173652,0.6912050964431075,0.9120864620605954
df2_OverSampling,0.8160507728529021,0.5811094452773613,0.8289136013686912,0.6832363828662084,0.9102348967213505
df2_OverSampling,0.8170744190807657,0.58537341183762,0.8079555175363559,0.6788858939802336,0.9043336995194684
df2_OverSampling,0.8282321629644794,0.601041028781384,0.839606501283148,0.7005710206995004,0.9141279986885908
df2_UnderSampling,0.8082710615211383,0.5672159583694709,0.8391787852865698,0.6769018457823012,0.9111851848526259
df2_UnderSampling,0.8089876138806429,0.5665538635081783,0.8592814371257484,0.6828687967369137,0.9104908586425973
df2_UnderSampling,0.8086805200122837,0.5658522886829542,0.8618477331052181,0.6831666384132904,0.9096644360509041
df2_UnderSampling,0.8100112601085065,0.5692528735632184,0.8473053892215568,0.6809900309384668,0.9116217072746485
df2_UnderSampling,0.8052001228375474,0.5604670558798999,0.8622754491017964,0.6793597304128054,0.9078202093995296
df2_UnderSampling,0.8043812058552564,0.5603618886061634,0.8477331052181352,0.6747234042553192,0.9083619484601936
df2_UnderSampling,0.8116490940730884,0.5703787450537027,0.863130881094953,0.686861810755616,0.9124344885406531
df2_UnderSampling,0.8105230832224384,0.5696709585121602,0.8515825491873396,0.6826675810046289,0.9121921391659267
df2_UnderSampling,0.8055072167059064,0.5627507163323783,0.8400342172797263,0.6739876458476322,0.9048565882250148
df2_UnderSampling,0.8186098884225612,0.5829425556858148,0.850727117194183,0.6918260869565217,0.9121733463691453
df2_BothSampling,0.8082710615211383,0.5672159583694709,0.8391787852865698,0.6769018457823012,0.9111851848526259
df2_BothSampling,0.8089876138806429,0.5665538635081783,0.8592814371257484,0.6828687967369137,0.9104908586425973
df2_BothSampling,0.8086805200122837,0.5658522886829542,0.8618477331052181,0.6831666384132904,0.9096644360509041
df2_BothSampling,0.8100112601085065,0.5692528735632184,0.8473053892215568,0.6809900309384668,0.9116217072746485
df2_BothSampling,0.8052001228375474,0.5604670558798999,0.8622754491017964,0.6793597304128054,0.9078202093995296
df2_BothSampling,0.8043812058552564,0.5603618886061634,0.8477331052181352,0.6747234042553192,0.9083619484601936
df2_BothSampling,0.8116490940730884,0.5703787450537027,0.863130881094953,0.686861810755616,0.9124344885406531
df2_BothSampling,0.8105230832224384,0.5696709585121602,0.8515825491873396,0.6826675810046289,0.9121921391659267
df2_BothSampling,0.8055072167059064,0.5627507163323783,0.8400342172797263,0.6739876458476322,0.9048565882250148
df2_BothSampling,0.8186098884225612,0.5829425556858148,0.850727117194183,0.6918260869565217,0.9121733463691453
